"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit","Species","Region"
"186","Little skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2018,8,2018,"Full Update","Full acceptance","Index",NA,"NEFSC","2017 NE Skate Stock Status Update","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2018,-14.6000003814697,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,0.730000019073486,NA,NA,NA,NA,2018,4.69000005722046,"kg/tow","Survey CPUE - 3 Year Average",3.0699999332428,"half avg survey CPUE",6.15000009536743,"avg survey CPUE",1.52799999713898,0.763000011444092,NA,NA,"Little skate","Georges Bank / Southern New England"
"187","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2006,12,2005,"Benchmark","Accept previous approach, remand new attempt","index",NA,"NEFSC","NEFSC CRD 07-03 (2007)","Weinberg",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2005,9.69999980926514,"Rate","Change_In_Ave_Survey_Abundance",-60,"%_change",NA,NA,-0.162000000476837,NA,NA,NA,NA,2005,0.0500000007450581,"kg/tow","Survey index",0.0140000004321337,"historical surveys",0.0299999993294477,"proxy",5,2.5,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"188","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2008,6,2008,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.0520000010728836,"kg/tow","survey CPUE 3 yr avg",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",2.16700005531311,1.08299994468689,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"189","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2009,4,2008,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.0520000010728836,"kg/tow","survey CPUE 3 yr avg",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",2.16700005531311,1.08299994468689,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"190","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2011,1,2010,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Thompson) Jan. 13, 2011","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2010,-25.1000003814697,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,0.418000012636185,NA,NA,NA,NA,2008,0.0399999991059303,"kg/tow","Survey CPUE - 3 year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",1.66700005531311,0.833000004291534,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"191","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2012,7,2011,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp) Aug. 21, 2012","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2011,4.59999990463257,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,-0.0769999995827675,NA,NA,NA,NA,2008,0.0419999994337559,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",1.75,0.875,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"192","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2013,7,2012,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) July 2, 2013","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2012,-21.7000007629395,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,0.361999988555908,NA,NA,NA,NA,2012,0.0329999998211861,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",1.375,0.688000023365021,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"193","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2014,8,2013,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) Aug. 22, 2014","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2013,28.7999992370605,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,-0.479999989271164,NA,NA,NA,NA,2013,0.0419999994337559,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",1.75,0.875,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"194","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2015,7,2014,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) July 27, 2015","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2014,14.6000003814697,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,-0.243000000715256,NA,NA,NA,NA,2014,0.0480000004172325,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",2,1,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"195","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2016,8,2015,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) August 22, 2016","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2015,6,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,-9999,NA,NA,NA,NA,2015,0.0509999990463257,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",2,1.05999994277954,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"196","Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2017,8,2016,"Full Update","Full acceptance","Index",NA,"NEFSC","2016 NE Skate Stock Status Update  http://s3.amazonaws.com/nefmc.org/4_NEFSC_SkateMemo_July_2017_170922_085135.pdf","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2016,-7.90000009536743,"% Change in Survey CPUE","Change in Relative Abundance",-60,"% change",NA,NA,-9999,NA,NA,NA,NA,2016,0.0469999983906746,"kg/tow","Survey CPUE - 3 Year Average",0.0240000002086163,"half avg survey CPUE",0.0480000004172325,"avg survey CPUE",1.95799994468689,0.978999972343445,NA,NA,"Rosette skate","Southern New England / Mid-Atlantic"
"197","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2006,12,2005,"Benchmark","Accept previous approach, remand new attempt","index","Survey Abundance","NEFSC","NEFSC CRD 07-03 (2007)","Weinberg",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2005,3.70000004768372,"Rate","Change_In_Survey_CPUE_Index",-30,NA,NA,NA,9999,NA,NA,NA,NA,2005,0.180000007152557,"kg/tow","Survey index",0.159999996423721,"0.5*Bmsy",0.310000002384186,"75th_Percentile_Survey_Index",1.125,0.563000023365021,NA,NA,"Smooth skate","Gulf of Maine"
"198","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2008,6,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.129999995231628,"kg/tow","survey CPUE 3 yr avg",0.144999995827675,"half avg survey CPUE",0.28999999165535,"Avg. survey CPUE",0.897000014781952,0.448000013828278,NA,NA,"Smooth skate","Gulf of Maine"
"199","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2009,4,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.129999995231628,"kg/tow","survey CPUE 3 yr avg",0.144999995827675,"half avg survey CPUE",0.28999999165535,"Avg. survey CPUE",0.897000014781952,0.448000013828278,NA,NA,"Smooth skate","Gulf of Maine"
"200","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2011,1,2010,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) Jan. 13, 2011","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2010,21,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2010,0.160999998450279,"kg/tow","Survey CPUE - 3 Year Average",0.144999995827675,"0.5*Bmsy",0.28999999165535,"Avg. survey CPUE",1.11000001430511,0.555000007152557,NA,NA,"Smooth skate","Gulf of Maine"
"201","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2012,7,2011,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp) Aug. 21, 2012","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2010,42.4000015258789,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2011,0.230000004172325,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"0.5*Bmsy",0.270000010728836,"Avg. survey CPUE",1.76900005340576,0.851999998092651,NA,NA,"Smooth skate","Gulf of Maine"
"202","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2013,7,2012,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) July 2, 2013","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2012,0.800000011920929,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2012,0.230000004172325,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"0.5*Bmsy",0.270000010728836,"Avg. survey CPUE",1.76900005340576,0.851999998092651,NA,NA,"Smooth skate","Gulf of Maine"
"203","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2014,8,2013,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) Aug. 22, 2014","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2013,-5,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,0.166999995708466,NA,NA,NA,NA,2013,0.219999998807907,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"0.5*Bmsy",0.270000010728836,"Avg. survey CPUE",1.69200003147125,0.814999997615814,NA,NA,"Smooth skate","Gulf of Maine"
"204","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2015,7,2014,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) July 27, 2015","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2014,-12.5,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,0.416999995708466,NA,NA,NA,NA,2014,0.189999997615814,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"half avg survey CPUE",0.270000010728836,"Avg. survey CPUE",1.46200001239777,0.703999996185303,NA,NA,"Smooth skate","Gulf of Maine"
"205","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2016,8,2015,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) August 22, 2016","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2015,6.80000019073486,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2015,0.209999993443489,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"half avg survey CPUE",0.270000010728836,"Avg. survey CPUE",1.61500000953674,0.777999997138977,NA,NA,"Smooth skate","Gulf of Maine"
"206","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2017,8,2016,"Full Update","Full acceptance","Index",NA,"NEFSC","2016 NE Skate Stock Status Update  http://s3.amazonaws.com/nefmc.org/4_NEFSC_SkateMemo_July_2017_170922_085135.pdf","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2016,21.3999996185303,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2016,0.25,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"half avg survey CPUE",0.270000010728836,"Avg. survey CPUE",1.92299997806549,0.925999999046326,NA,NA,"Smooth skate","Gulf of Maine"
"207","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2018,8,2017,"Full Update","Full acceptance","Index",NA,"NEFSC","2017 NE Skate Stock Status Update","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2017,14.5,"% Change in Survey CPUE","Change in Relative Abundance",-30,"% change",NA,NA,-9999,NA,NA,NA,NA,2017,0.284999996423721,"kg/tow","Survey CPUE - 3 Year Average",0.129999995231628,"half avg survey CPUE",0.270000010728836,"Avg. survey CPUE",2.19199991226196,1.05599999427795,NA,NA,"Smooth skate","Gulf of Maine"
"208","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2006,12,2005,"Benchmark","Accept previous approach, remand new attempt","index",NA,"NEFSC","NEFSC CRD 07-03 (2007)","Weinberg",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2005,-11.1999998092651,"%_Change","Survey_Abundance_Index",-20,"Critical_Percent",NA,NA,0.560000002384186,NA,NA,NA,NA,2005,0.560000002384186,"kg/tow","Survey index",2.20000004768372,"historical surveys",4.40000009536743,"proxy",0.254999995231628,0.127000004053116,NA,NA,"Thorny skate","Gulf of Maine"
"209","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2008,6,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.419999986886978,"kg/tow","survey CPUE 3 yr avg",2.05999994277954,"half avg survey CPUE",4.11999988555908,"avg survey CPUE",0.203999996185303,0.101999998092651,NA,NA,"Thorny skate","Gulf of Maine"
"210","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2009,4,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,0.419999986886978,"kg/tow","survey CPUE 3 yr avg",2.05999994277954,"half avg survey CPUE",4.11999988555908,"avg survey CPUE",0.203999996185303,0.101999998092651,NA,NA,"Thorny skate","Gulf of Maine"
"211","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2011,1,2010,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Thompson) Jan. 13, 2011","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2010,-4.40000009536743,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,0.219999998807907,NA,NA,NA,NA,2010,0.245000004768372,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.11999988555908,"avg survey CPUE",0.119000002741814,0.0590000003576279,NA,NA,"Thorny skate","Gulf of Maine"
"212","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2012,7,2011,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp) Aug. 21, 2012","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2011,-2.40000009536743,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,0.119999997317791,NA,NA,NA,NA,2011,0.239999994635582,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.116999998688698,0.0579999983310699,NA,NA,"Thorny skate","Gulf of Maine"
"213","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2013,7,2012,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) July 2, 2013","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2012,-24.1000003814697,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,1.20500004291534,NA,NA,NA,NA,2012,0.180000007152557,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.0869999974966049,0.0439999997615814,NA,NA,"Thorny skate","Gulf of Maine"
"214","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2014,8,2013,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Karp to Bullard) Aug. 22, 2014","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2013,-31.8999996185303,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,1.59500002861023,NA,NA,NA,NA,2013,0.119999997317791,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.0579999983310699,0.028999999165535,NA,NA,"Thorny skate","Gulf of Maine"
"215","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2015,7,2014,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) July 27, 2015","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2014,8.69999980926514,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,-9999,NA,NA,NA,NA,2014,0.129999995231628,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.063000001013279,0.0309999994933605,NA,NA,"Thorny skate","Gulf of Maine"
"216","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2016,8,2015,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) August 22, 2016","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2015,26.2999992370605,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,-9999,NA,NA,NA,NA,2015,0.170000001788139,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.0829999968409538,0.0410000011324883,NA,NA,"Thorny skate","Gulf of Maine"
"217","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2017,8,2016,"Full Update","Full acceptance","Index",NA,"NEFSC","2016 NE Skate Stock Status Update  http://s3.amazonaws.com/nefmc.org/4_NEFSC_SkateMemo_July_2017_170922_085135.pdf","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2016,3.70000004768372,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,-9999,NA,NA,NA,NA,2016,0.180000007152557,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.0869999974966049,0.0439999997615814,NA,NA,"Thorny skate","Gulf of Maine"
"218","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","N",2018,8,2017,"Full Update","Full acceptance","Index",NA,"NEFSC","2017 NE Skate Stock Status Update","Katherine Sosebee",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2017,-0.600000023841858,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,0.0299999993294477,NA,NA,NA,NA,2017,0.174999997019768,"kg/tow","Survey CPUE - 3 Year Average",2.05999994277954,"half avg survey CPUE",4.13000011444092,"avg survey CPUE",0.0850000008940697,0.0419999994337559,NA,NA,"Thorny skate","Gulf of Maine"
"219","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2006,12,2005,"Benchmark","Accept previous approach, remand new attempt","index",NA,"NEFSC","NEFSC CRD 07-03 (2007)","Weinberg",0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,2005,-22.8999996185303,NA,NA,-20,"%_change_in_survey_index",NA,NA,1.14499998092651,NA,NA,NA,NA,2005,3.33999991416931,"kg/tow","Survey index",3.23000001907349,"historical surveys",6.46000003814697,"75%_percentile_survey_average",1.03400003910065,0.517000019550323,NA,NA,"Winter skate","Georges Bank / Southern New England"
"220","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2008,6,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,5.23000001907349,"kg/tow","survey CPUE 3 yr avg",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75%_survey_index_value",1.86800003051758,0.934000015258789,NA,NA,"Winter skate","Georges Bank / Southern New England"
"221","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2009,4,2008,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Thompson) April 13, 2009","Jim Weinberg",2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,5.23000001907349,"kg/tow","survey CPUE 3 yr avg",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75th_percentile_survey_index",1.86800003051758,0.934000015258789,NA,NA,"Winter skate","Georges Bank / Southern New England"
"222","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2011,1,2010,"Full Update","Full acceptance","Index","Survey Abundance","NEFSC","NEFSC Memo (Thompson) Jan. 13, 2011","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2010,17.6000003814697,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,-9999,NA,NA,NA,NA,2010,9.68400001525879,"kg/tow","Survey CPUE - 3 Year Average",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75th_percentile_survey_index",3.45900011062622,1.72899997234344,NA,NA,"Winter skate","Georges Bank / Southern New England"
"223","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2012,7,2011,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp) Aug. 21, 2012","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2011,-10.1999998092651,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,0.509999990463257,NA,NA,NA,NA,2011,8.6899995803833,"kg/tow","Survey CPUE - 3 Year Average",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75th_percentile_survey_index",3.10400009155273,1.55200004577637,NA,NA,"Winter skate","Georges Bank / Southern New England"
"224","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2013,7,2012,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) July 2, 2013","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2012,-23.2000007629395,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,1.1599999666214,NA,NA,NA,NA,2012,6.67999982833862,"kg/tow","Survey CPUE - 3 Year Average",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75th_percentile_survey_index",2.38599991798401,1.192999958992,NA,NA,"Winter skate","Georges Bank / Southern New England"
"225","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2014,8,2013,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) Aug. 22, 2014","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2013,-25.7000007629395,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,1.2849999666214,NA,NA,NA,NA,2013,4.96000003814697,"kg/tow","Survey CPUE - 3 Year Average",2.79999995231628,"0.5*Bmsy",5.59999990463257,"75th_Percentile_Survey_Index",1.77100002765656,0.885999977588654,NA,NA,"Winter skate","Georges Bank / Southern New England"
"226","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Y",2015,7,2014,"Full Update","Full acceptance","Index",NA,"NEFSC","NEFSC Memo (Karp to Bullard) July 27, 2015","Jim Weinberg",2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2014,2,"% Change in Survey CPUE","Change in Relative Abundance",-20,"% change",NA,NA,-9999,NA,NA,NA,NA,2014,5.05999994277954,"kg/tow","Survey CPUE - 3 Year Average",2.79999995231628,"half avg survey CPUE",5.59999990463257,"avg survey CPUE",1.807000041008,0.903999984264374,NA,NA,"Winter skate","Georges Bank / Southern New England"
